scenario,symbol,side,signalTime,entryTime,exitTime,entryPrice,exitPrice,entryFill,exitFill,shockReturn,shockZ,quoteVolumeMultiple,takerImbalance,directionalWick,grossPriceReturn,priceReturnAfterSlippage,fees,fundingReturn,netReturn
base,ETHUSDT,1,1719174899999,1719174900000,1719178500000,3433.55,3424.03,3433.893355,3423.687597,-0.010885477989369981,-4.058006534024383,30.327551268448072,-0.39250321513538955,0.5210280373831817,-0.002772640561517936,-0.002972066090852765,0.001,0,-0.003972066090852765
base,ETHUSDT,1,1719221699999,1719221700000,1719225300000,3290.01,3311.6,3290.3390010000003,3311.2688399999997,-0.025276469995158264,-9.249090870551257,34.40750314788574,-0.2615213336652169,0.5295654565456542,0.006562290084224598,0.006360997755440634,0.001,0,0.005360997755440634
base,LTCUSDT,-1,1719563999999,1719564000000,1719567600000,74.36,73.68,74.352564,73.687368,0.018184786625752507,6.665374514164181,18.435622990894064,0.2626192668928218,0.3653846153846138,0.009144701452393655,0.0089465105735963,0.001,0,0.0079465105735963
base,SOLUSDT,1,1720056899999,1720056900000,1720060500000,135.694,135.91,135.70756939999998,135.896409,-0.019499997580401544,-4.9004096155755095,6.346626017401412,-0.34873946610612805,0.34195090158591807,0.0015918168821025258,0.0013915185485595671,0.001,0,0.0003915185485595671
base,BTCUSDT,1,1720057499999,1720057500000,1720061100000,59599.8,59082.3,59605.75998,59076.39177,-0.010847034502204382,-5.493202239389565,7.233896050977798,-0.2945878328616718,0.6214947341707954,-0.008682915043339068,-0.008881158635971165,0.001,0,-0.009881158635971166
base,DOGEUSDT,-1,1720101599999,1720101600000,1720105200000,0.10792,0.10857,0.107909208,0.108580857,0.01456064552468146,4.387369990199203,3.822285165263153,0.25393969079475776,0.4933333333333267,-0.006022979985174093,-0.006224204703643155,0.001,0,-0.007224204703643155
base,BNBUSDT,1,1720148399999,1720148400000,1720152000000,477.82,468.63,477.867782,468.583137,-0.04720073661692649,-20.39321990438116,22.983245160484532,-0.26335938605443376,0.37854984894259774,-0.019233184044200713,-0.019429317794016798,0.001,0,-0.0204293177940168
base,ETHUSDT,1,1720148399999,1720148400000,1720152000000,2926.66,2919.91,2926.9526659999997,2919.618009,-0.04225959720862929,-17.661614773079123,23.187692621605933,-0.34307699011993753,0.2980928965379742,-0.002306383385839106,-0.002505902157284745,0.001,0,-0.003505902157284745
base,SOLUSDT,1,1720148399999,1720148400000,1720152000000,122.886,123.616,122.8982886,123.6036384,-0.022243167657293266,-5.351008042675876,11.20920603027229,-0.2752165376371649,0.33405983752724266,0.00594046514655866,0.005739297170326951,0.001,0,0.004739297170326951
base,BTCUSDT,-1,1720911599999,1720911600000,1720915200000,59449.6,59173.9,59443.65504,59179.817390000004,0.01185308106968206,4.071787935589765,12.871025678822472,0.2809262666934098,0.2526719096592106,0.0046375417160081644,0.00443844931511117,0.001,0,0.0034384493151111703
base,LTCUSDT,-1,1721396699999,1721396700000,1721400300000,71.18,71.8,71.172882,71.80718,0.013861608086624512,4.3035197638239024,8.125889598768183,0.25808226746465057,0.539999999999992,-0.008710311885360866,-0.00891207412396211,0.001,0,-0.009912074123962111
base,BNBUSDT,1,1721584499999,1721584500000,1721588100000,592.84,592.73,592.8992840000001,592.670727,-0.01260513848790607,-4.2489926004888225,20.750305935751136,-0.3440348013691509,0.2941952506596358,-0.00018554753390465084,-0.00038549043010827067,0.001,0,-0.0013854904301082707
base,ETHUSDT,1,1721855699999,1721855700000,1721859300000,3328.47,3327.24,3328.802847,3326.907276,-0.013790729304948403,-5.264294161077137,18.560489958809566,-0.3484248065032236,0.5550077841203916,-0.00036953915763093814,-0.0005694452591893384,0.001,0,-0.0015694452591893384
base,DOGEUSDT,-1,1722110099999,1722110100000,1722113700000,0.13583,0.13396,0.135816417,0.133973396,0.0245932359029564,5.340009729443282,7.5906600682090035,0.26891754996361716,0.34328358208955667,0.013767209011264159,0.013569942726437856,0.001,0,0.012569942726437855
base,BTCUSDT,-1,1722544799999,1722544800000,1722548400000,64026.8,64926,64020.397320000004,64932.4926,0.01113051746286571,4.583096345925143,5.53183560476952,0.2510218211786488,0.4553333333333285,-0.01404411902515812,-0.014246948131873882,0.001,0,-0.015246948131873883
base,BTCUSDT,1,1722565799999,1722565800000,1722569400000,63946,64437.7,63952.3946,64431.25623,-0.010234271308578062,-4.138957949961094,3.0364404637479785,-0.37168540753514545,0.28352272727273553,0.00768930034716786,0.007487782638869289,0.001,0,0.006487782638869289
base,XRPUSDT,1,1722580199999,1722580200000,1722583800000,0.5606,0.5689,0.56065606,0.56884311,-0.016625780907909428,-4.011483231892821,3.544853671037991,-0.270970726200209,0.30136986301369695,0.014805565465572545,0.014602624646561368,0.001,0,0.013602624646561368
base,LTCUSDT,1,1722608099999,1722608100000,1722611700000,67.98,64.72,67.98679800000001,64.713528,-0.014023016820749287,-4.6538039971758165,3.9250840987786226,-0.2747134233818317,0.258620689655183,-0.0479552809649898,-0.04814567086980637,0.001,0,-0.04914567086980637
base,ETHUSDT,1,1722791699999,1722791700000,1722795300000,2747.37,2693.24,2747.644737,2692.970676,-0.022569593324267265,-7.372472870582861,29.789954967721776,-0.2817395519900151,0.5511554230339196,-0.019702479098192116,-0.019898518998382464,0.001,0,-0.020898518998382465
